back_mean,back_std,thigh_mean,thigh_std,majority_label,majority_label_name,purity,subject
0.9799778024219585,0.00915630458379781,0.9620752802258011,0.007148814941117409,6,sitting,1.0,501
0.9788121053457159,0.00482466597035591,0.9583014102128398,0.002024289818143235,6,sitting,1.0,501
0.9763548898891556,0.0036927198559665625,0.9581356429445277,0.0021439919876038147,6,sitting,1.0,501
0.9741962825125249,0.005841890915661213,0.9576969865593417,0.002558598407575871,6,sitting,1.0,501
0.9752079862417282,0.006306641838444883,0.9580963588353693,0.003165926905646567,6,sitting,1.0,501
0.970002648087881,0.005886871159688349,0.9581335714982459,0.0017278457754984356,6,sitting,1.0,501
0.9715636749456955,0.007387293657441011,0.9573900906516379,0.004524395182936598,6,sitting,1.0,501
0.9714431572721354,0.005744525279944792,0.9565922251215612,0.0036608761373213205,6,sitting,1.0,501
0.9720664805290821,0.005757972455202829,0.957637292763456,0.004498732551862039,6,sitting,1.0,501
0.9755696123452344,0.005553261145897593,0.9595907165117024,0.005708959515770565,6,sitting,1.0,501
0.9803575193951137,0.005887336214435224,0.9601516831443716,0.006881529553383155,6,sitting,1.0,501
0.9973353130694154,0.0351698078074968,0.9811240639573159,0.05941606682928788,6,sitting,0.688,501
1.0437766266251989,0.0052338082782091245,1.0098216927903616,0.006505908380238883,6,sitting,1.0,501
1.041433646900532,0.023738770878568363,1.0010201035102957,0.03448157651699818,6,sitting,0.512,501
1.0067648477825761,0.007314116660815217,0.9661840012048545,0.0073559671645327595,6,sitting,0.984,501
1.0089127901128583,0.011464733231238984,0.9716218890286764,0.011458429105617767,6,sitting,0.856,501
1.0110084566095858,0.027904210705043897,0.9661714577447851,0.014159780037125723,6,sitting,1.0,501
1.0129765636787709,0.028683576448352312,0.9866753113124933,0.0795276850874939,6,sitting,0.752,501
1.0328641890363013,0.15591452248931856,1.073612001572233,0.32498209998918504,1,walking,1.0,501
0.9950321418616679,0.08443523638121953,1.0881515203235061,0.055046241310008806,7,lying,0.896,501
0.9664060132526794,0.006325743524885603,1.0921589437496524,0.006833521796603873,7,lying,1.0,501
0.964589287861551,0.0040839393566482595,1.0925290911271346,0.006372547845964986,7,lying,1.0,501
0.9661947807286321,0.004325203687974116,1.0938580300523382,0.005324699760563735,7,lying,1.0,501
0.9670493584214339,0.004907905759171806,1.0934475868094555,0.00577653390345797,7,lying,1.0,501
0.9663941934557673,0.0052019193678202015,1.093399157341478,0.005641754714525736,7,lying,1.0,501
0.9659955838201753,0.006103114247408155,1.0932012694101472,0.005761910357364142,7,lying,1.0,501
0.9666803541474055,0.005823650644217631,1.0933052922380326,0.00572832295783282,7,lying,1.0,501
0.9648044786966512,0.0061908815683503916,1.0929236533246975,0.006014800336891252,7,lying,1.0,501
0.9633566757031742,0.005965077390806232,1.0915454113196104,0.012253774673697582,7,lying,1.0,501
0.9618761408629305,0.006062059274749345,1.0931717503990572,0.007047948958673153,7,lying,1.0,501
0.959686229518647,0.004686175770104604,1.0931898594797917,0.005614346477219558,7,lying,1.0,501
0.9607240893211568,0.005008105711852224,1.0922167582881925,0.008881697313059553,7,lying,1.0,501
0.9600015263306578,0.004830440497609529,1.092013830784083,0.007483568569236731,7,lying,1.0,501
0.9593342381289185,0.0036051224387873356,1.092655929351221,0.00823523110623718,7,lying,1.0,501
0.9616691077208624,0.004130499292068368,1.0923199553296326,0.007950203306544123,7,lying,1.0,501
0.9609140540905574,0.004114731522142366,1.0930607989133085,0.005646666488949348,7,lying,1.0,501
0.9607181306809727,0.0038337851468138767,1.0929723114959073,0.005745058665084397,7,lying,1.0,501
0.9607438051384779,0.003973492579519753,1.0921166737165673,0.012427826715424455,7,lying,1.0,501
0.9624788545724948,0.004163007612281403,1.0931918210762026,0.01035498577641566,7,lying,1.0,501
0.963278970190387,0.003853753380269755,1.0926179253921593,0.008229780509997044,7,lying,1.0,501
0.9619593297803503,0.004186764950444841,1.0918807245691395,0.011114354188118047,7,lying,1.0,501
0.9625160277146572,0.00420174214696718,1.0931471514815583,0.005910847076325742,7,lying,1.0,501
0.9624503576527665,0.0041442915664999525,1.0931237550214288,0.008391725317622018,7,lying,1.0,501
0.9625961444455515,0.004158364363957537,1.0924029375761206,0.007860517686708276,7,lying,1.0,501
0.9629002478222467,0.003971917374063058,1.0929028390818976,0.008835028556509526,7,lying,1.0,501
0.9623995348048212,0.004754014416911664,1.09218637622662,0.010343081387198323,7,lying,1.0,501
0.9961709832196511,0.040182568533548464,1.0306169106241532,0.06594285106789301,7,lying,0.424,501
1.0253266451342737,0.09937344960438974,1.009098317824232,0.22471339365471846,1,walking,0.624,501
1.0323969929705876,0.15167471853771164,1.0560321056369435,0.3205256152051537,1,walking,1.0,501
1.0316713637084127,0.1014302019359886,1.0275698808630682,0.22126979058073432,1,walking,1.0,501
1.031800126122254,0.12892107210734,1.041772793767531,0.3025024947694821,1,walking,1.0,501
1.0344251869456549,0.10600464765090863,1.0230221533722719,0.25579109016767726,1,walking,1.0,501
1.0325101254648783,0.04985611208905039,1.0046305377883207,0.09370190991410815,6,sitting,0.584,501
1.0343735796395621,0.08152626452386418,1.0144111066745565,0.18817792801202055,1,walking,1.0,501
1.0290512394331472,0.08433831142771056,1.0072314983219481,0.19592991460257494,1,walking,1.0,501
1.0200431862087198,0.03195823632579235,0.9754405611941899,0.04398159599264431,6,sitting,0.52,501
1.0147199175951558,0.03160980360013583,0.9741921541328489,0.05620651907504763,6,sitting,0.792,501
1.0055079253502057,0.00643855253860835,0.9619246217205073,0.0073656103021719635,6,sitting,1.0,501
1.004427294603608,0.0057648508750618235,0.9595856766372701,0.006634627426524081,6,sitting,1.0,501
1.0034710603377668,0.004591038845022414,0.9579303533457162,0.005043019288631135,6,sitting,1.0,501
1.0037255632648565,0.004447333202420503,0.957842275892936,0.004884622285896559,6,sitting,1.0,501
1.003167595886381,0.003998389976467032,0.9572293697864666,0.002582533000520616,6,sitting,1.0,501
1.002718498967292,0.003388877240163648,0.9571601335471669,0.003605189691051559,6,sitting,1.0,501
1.003212437421568,0.005076103350126745,0.9572047149084861,0.004041226094286893,6,sitting,1.0,501
1.0092921786510116,0.02200677370425243,0.9650870635060946,0.0311629128191941,6,sitting,0.744,501
1.0401110772160571,0.13114687902394112,1.046146446965175,0.28073283599606647,1,walking,0.984,501
0.9160395408284571,0.01929384983509716,1.1013945268917418,0.0379150902415905,8,cycling_sit,1.0,501
0.9197887976257946,0.0019468676962271694,1.0957115828104165,0.004058468402589888,8,cycling_sit,1.0,501
0.9185682221975564,0.0029354831113161863,1.0942906407468944,0.005425426838908935,8,cycling_sit,1.0,501
0.9188650127676053,0.002614612186132449,1.0947068913875477,0.0026919648181782576,8,cycling_sit,1.0,501
0.9186882275609092,0.00216005132114702,1.0946931287872692,0.0022623483532835846,8,cycling_sit,1.0,501
0.9186824457655209,0.0018121893160296103,1.0943650967131484,0.0018789800878147613,8,cycling_sit,1.0,501
0.9188845130652642,0.001766135352886735,1.0941990769887902,0.0024382684955989377,8,cycling_sit,1.0,501
0.9185672076080055,0.0012227760055959292,1.0945982508980683,0.001910834158713912,8,cycling_sit,1.0,501
0.9187975703733668,0.0023474953785092914,1.094984210599928,0.00312497559014636,8,cycling_sit,1.0,501
0.918183016277892,0.0021924046562787516,1.0944468191233627,0.002788469819286587,8,cycling_sit,1.0,501
0.9187269335512883,0.002515395625198176,1.0942590039519464,0.002320636915334578,8,cycling_sit,1.0,501
