back_mean,back_std,thigh_mean,thigh_std,majority_label,majority_label_name,purity,subject,cluster
0.9799778024219584,0.0091563045837978,0.9620752802258012,0.0071488149411174,6,sitting,1.0,501,0
0.978812105345716,0.0048246659703559,0.9583014102128398,0.0020242898181432,6,sitting,1.0,501,0
0.9763548898891556,0.0036927198559665,0.9581356429445276,0.0021439919876038,6,sitting,1.0,501,0
0.9741962825125248,0.0058418909156612,0.9576969865593415,0.0025585984075758,6,sitting,1.0,501,0
0.9752079862417282,0.0063066418384448,0.9580963588353693,0.0031659269056465,6,sitting,1.0,501,0
0.970002648087881,0.0058868711596883,0.958133571498246,0.0017278457754984,6,sitting,1.0,501,0
0.9715636749456956,0.007387293657441,0.957390090651638,0.0045243951829365,6,sitting,1.0,501,0
0.9714431572721354,0.0057445252799447,0.9565922251215612,0.0036608761373213,6,sitting,1.0,501,0
0.972066480529082,0.0057579724552028,0.957637292763456,0.004498732551862,6,sitting,1.0,501,0
0.9755696123452344,0.0055532611458975,0.9595907165117024,0.0057089595157705,6,sitting,1.0,501,0
0.9803575193951136,0.0058873362144352,0.9601516831443716,0.0068815295533831,6,sitting,1.0,501,0
0.9973353130694154,0.0351698078074968,0.981124063957316,0.0594160668292878,6,sitting,0.688,501,0
1.0437766266251989,0.0052338082782091,1.0098216927903616,0.0065059083802388,6,sitting,1.0,501,0
1.041433646900532,0.0237387708785683,1.0010201035102957,0.0344815765169981,6,sitting,0.512,501,0
1.006764847782576,0.0073141166608152,0.9661840012048544,0.0073559671645327,6,sitting,0.984,501,0
1.0089127901128585,0.0114647332312389,0.9716218890286764,0.0114584291056177,6,sitting,0.856,501,0
1.0110084566095858,0.0279042107050438,0.9661714577447852,0.0141597800371257,6,sitting,1.0,501,0
1.0129765636787709,0.0286835764483523,0.9866753113124932,0.0795276850874939,6,sitting,0.752,501,0
1.0328641890363013,0.1559145224893185,1.073612001572233,0.324982099989185,1,walking,1.0,501,1
0.995032141861668,0.0844352363812195,1.088151520323506,0.0550462413100088,7,lying,0.896,501,0
0.9664060132526794,0.0063257435248856,1.0921589437496524,0.0068335217966038,7,lying,1.0,501,0
0.964589287861551,0.0040839393566482,1.0925290911271346,0.0063725478459649,7,lying,1.0,501,0
0.966194780728632,0.0043252036879741,1.0938580300523382,0.0053246997605637,7,lying,1.0,501,0
0.967049358421434,0.0049079057591718,1.0934475868094555,0.0057765339034579,7,lying,1.0,501,0
0.9663941934557672,0.0052019193678202,1.093399157341478,0.0056417547145257,7,lying,1.0,501,0
0.9659955838201753,0.0061031142474081,1.0932012694101472,0.0057619103573641,7,lying,1.0,501,0
0.9666803541474056,0.0058236506442176,1.0933052922380326,0.0057283229578328,7,lying,1.0,501,0
0.9648044786966512,0.0061908815683503,1.0929236533246975,0.0060148003368912,7,lying,1.0,501,0
0.9633566757031742,0.0059650773908062,1.0915454113196104,0.0122537746736975,7,lying,1.0,501,0
0.9618761408629304,0.0060620592747493,1.0931717503990572,0.0070479489586731,7,lying,1.0,501,0
0.959686229518647,0.0046861757701046,1.0931898594797915,0.0056143464772195,7,lying,1.0,501,0
0.9607240893211568,0.0050081057118522,1.0922167582881923,0.0088816973130595,7,lying,1.0,501,0
0.9600015263306578,0.0048304404976095,1.092013830784083,0.0074835685692367,7,lying,1.0,501,0
0.9593342381289184,0.0036051224387873,1.092655929351221,0.0082352311062371,7,lying,1.0,501,0
0.9616691077208624,0.0041304992920683,1.0923199553296326,0.0079502033065441,7,lying,1.0,501,0
0.9609140540905574,0.0041147315221423,1.0930607989133083,0.0056466664889493,7,lying,1.0,501,0
0.9607181306809728,0.0038337851468138,1.0929723114959071,0.0057450586650843,7,lying,1.0,501,0
0.960743805138478,0.0039734925795197,1.0921166737165673,0.0124278267154244,7,lying,1.0,501,0
0.9624788545724948,0.0041630076122814,1.0931918210762026,0.0103549857764156,7,lying,1.0,501,0
0.963278970190387,0.0038537533802697,1.0926179253921593,0.008229780509997,7,lying,1.0,501,0
0.9619593297803504,0.0041867649504448,1.0918807245691395,0.011114354188118,7,lying,1.0,501,0
0.9625160277146572,0.0042017421469671,1.0931471514815585,0.0059108470763257,7,lying,1.0,501,0
0.9624503576527664,0.0041442915664999,1.0931237550214288,0.008391725317622,7,lying,1.0,501,0
0.9625961444455516,0.0041583643639575,1.0924029375761206,0.0078605176867082,7,lying,1.0,501,0
0.9629002478222468,0.003971917374063,1.0929028390818976,0.0088350285565095,7,lying,1.0,501,0
0.9623995348048212,0.0047540144169116,1.09218637622662,0.0103430813871983,7,lying,1.0,501,0
0.9961709832196513,0.0401825685335484,1.0306169106241532,0.065942851067893,7,lying,0.424,501,0
1.0253266451342735,0.0993734496043897,1.009098317824232,0.2247133936547184,1,walking,0.624,501,1
1.0323969929705876,0.1516747185377116,1.0560321056369435,0.3205256152051537,1,walking,1.0,501,1
1.0316713637084127,0.1014302019359886,1.0275698808630682,0.2212697905807343,1,walking,1.0,501,1
1.031800126122254,0.12892107210734,1.041772793767531,0.3025024947694821,1,walking,1.0,501,1
1.0344251869456549,0.1060046476509086,1.023022153372272,0.2557910901676772,1,walking,1.0,501,1
1.0325101254648783,0.0498561120890503,1.004630537788321,0.0937019099141081,6,sitting,0.584,501,1
1.034373579639562,0.0815262645238641,1.0144111066745565,0.1881779280120205,1,walking,1.0,501,1
1.0290512394331472,0.0843383114277105,1.007231498321948,0.1959299146025749,1,walking,1.0,501,1
1.0200431862087198,0.0319582363257923,0.97544056119419,0.0439815959926443,6,sitting,0.52,501,0
1.0147199175951558,0.0316098036001358,0.9741921541328488,0.0562065190750476,6,sitting,0.792,501,0
1.0055079253502055,0.0064385525386083,0.9619246217205072,0.0073656103021719,6,sitting,1.0,501,0
1.004427294603608,0.0057648508750618,0.95958567663727,0.006634627426524,6,sitting,1.0,501,0
1.0034710603377668,0.0045910388450224,0.9579303533457162,0.0050430192886311,6,sitting,1.0,501,0
1.0037255632648563,0.0044473332024205,0.957842275892936,0.0048846222858965,6,sitting,1.0,501,0
1.003167595886381,0.003998389976467,0.9572293697864666,0.0025825330005206,6,sitting,1.0,501,0
1.002718498967292,0.0033888772401636,0.9571601335471668,0.0036051896910515,6,sitting,1.0,501,0
1.003212437421568,0.0050761033501267,0.957204714908486,0.0040412260942868,6,sitting,1.0,501,0
1.0092921786510116,0.0220067737042524,0.9650870635060946,0.0311629128191941,6,sitting,0.744,501,0
1.0401110772160571,0.1311468790239411,1.046146446965175,0.2807328359960664,1,walking,0.984,501,1
0.9160395408284572,0.0192938498350971,1.1013945268917418,0.0379150902415905,8,cycling_sit,1.0,501,0
0.9197887976257946,0.0019468676962271,1.0957115828104165,0.0040584684025898,8,cycling_sit,1.0,501,0
0.9185682221975564,0.0029354831113161,1.0942906407468944,0.0054254268389089,8,cycling_sit,1.0,501,0
0.9188650127676052,0.0026146121861324,1.0947068913875475,0.0026919648181782,8,cycling_sit,1.0,501,0
0.9186882275609092,0.002160051321147,1.0946931287872692,0.0022623483532835,8,cycling_sit,1.0,501,0
0.9186824457655208,0.0018121893160296,1.0943650967131484,0.0018789800878147,8,cycling_sit,1.0,501,0
0.9188845130652642,0.0017661353528867,1.0941990769887902,0.0024382684955989,8,cycling_sit,1.0,501,0
0.9185672076080056,0.0012227760055959,1.0945982508980685,0.0019108341587139,8,cycling_sit,1.0,501,0
0.9187975703733668,0.0023474953785092,1.094984210599928,0.0031249755901463,8,cycling_sit,1.0,501,0
0.918183016277892,0.0021924046562787,1.0944468191233627,0.0027884698192865,8,cycling_sit,1.0,501,0
0.9187269335512884,0.0025153956251981,1.0942590039519464,0.0023206369153345,8,cycling_sit,1.0,501,0
0.9184436382420306,0.002135777300361,1.0944950595469631,0.0027497646743962,8,cycling_sit,1.0,501,0
0.9182225967874404,0.0025839318996334,1.094393513766764,0.0041874748594351,8,cycling_sit,1.0,501,0
0.918297847147676,0.0026596283784789,1.094170263235059,0.0019642127391249,8,cycling_sit,1.0,501,0
0.9179202180352998,0.0010830348644906,1.0936654504921417,0.0020291162798011,8,cycling_sit,1.0,501,0
0.9182576584548048,0.006391618788523,1.0940585710386168,0.0095176347982331,8,cycling_sit,1.0,501,0
0.9177677461706972,0.0024148532825314,1.093561080646795,0.003159782785404,8,cycling_sit,1.0,501,0
0.9177376960194048,0.0023070595687389,1.0935552945264484,0.0023600837914086,8,cycling_sit,1.0,501,0
0.9176172513513472,0.0017021145172132,1.09357353413691,0.0020496219997315,8,cycling_sit,1.0,501,0
0.9175440993071192,0.002061779092676,1.0937826982873589,0.0024391968170629,8,cycling_sit,1.0,501,0
0.9173934157257726,0.0013340609874936,1.0935788841247032,0.0012755538088913,8,cycling_sit,1.0,501,0
0.9176500895242052,0.0020689670826061,1.093554899176199,0.0030425262459749,8,cycling_sit,1.0,501,0
0.9174131066732196,0.0013462840825761,1.0938588189247476,0.0012164933740272,8,cycling_sit,1.0,501,0
0.9176215076957414,0.0022313878932022,1.094209940962929,0.0022054774402217,8,cycling_sit,1.0,501,0
0.9177410867539408,0.0035515100662549,1.094068327726791,0.0047507810850985,8,cycling_sit,1.0,501,0
0.9175707056946566,0.0021604125678835,1.0937480431701765,0.0012693907425961,8,cycling_sit,1.0,501,0
0.9177224080467552,0.0025408007703852,1.0938135801428703,0.0018401352373443,8,cycling_sit,1.0,501,0
0.9368902078352856,0.042501477684103,1.0722057687908528,0.0483719419311359,8,cycling_sit,0.792,501,0
0.946450605354213,0.0533590280247961,1.058357014774926,0.0618402758260334,8,cycling_sit,0.68,501,0
0.909303232161102,0.0052171840110582,1.0901658836982584,0.0053904059014543,8,cycling_sit,1.0,501,0
0.9080154794021266,0.0038064376839565,1.0897374885339792,0.0050650673337855,8,cycling_sit,1.0,501,0
0.9075764384036824,0.0031894204335166,1.0889408782249697,0.0035954133041045,8,cycling_sit,1.0,501,0
0.9077312342985954,0.002844932386118,1.08846196240819,0.0034219704761887,8,cycling_sit,1.0,501,0
0.9079394211415548,0.0032249554037257,1.0896752620462749,0.0048503534627166,8,cycling_sit,1.0,501,0
0.9083795333666288,0.004317303744697,1.09164638804562,0.008418950028981,8,cycling_sit,1.0,501,0
0.908153270380336,0.0027357896777294,1.0896342144729183,0.0037780272830239,8,cycling_sit,1.0,501,0
0.9083013153545948,0.0019317807320002,1.089195580944649,0.0018754235283335,8,cycling_sit,1.0,501,0
0.908362119386818,0.0013049303756931,1.0892895477739333,0.0020788524223521,8,cycling_sit,1.0,501,0
0.929992431549426,0.0555930084683369,1.0756077397183723,0.0947376793145846,8,cycling_sit,0.824,501,0
1.0260079727786124,0.0696889710252952,1.0029559776601953,0.1524736046205437,1,walking,0.936,501,1
1.0241919721575554,0.0629146614197921,0.9951606857571332,0.1575397531045972,1,walking,0.696,501,1
1.0235402485446037,0.0701738698289231,1.0582970403483842,0.1104473074754693,7,lying,0.536,501,1
